Work ID,Title,Authors,First Publish Year,Edition ID,Edition Count,Bookshelf,My Ratings,Ratings Average,Ratings Count,Has Ebook,Subjects,Subject People,Subject Places,Subject Times
OL16314245W,"The Dark Forest","[Cixin Liu](https://openlibrary.org/authors/OL7044246A)",2008,,25,Already Read,,4.50,12,True,"Chinese Science fiction and Fiction and Science Fiction and Fiction, science fiction, general and Human-alien encounters and Imaginary wars and battles and FICTION / Science Fiction / General and General","Luo Ji","",""
OL17610507W,"Death's End","[Cixin Liu](https://openlibrary.org/authors/OL7044246A)",2010,,25,Already Read,,4.37,41,True,"Fiction and Science Fiction and Fiction, science fiction, general and Human-alien encounters and Imaginary wars and battles and Fiction, science fiction, action & adventure and Chinese Science fiction and Survival and Extraterrestrial beings and Hard Science Fiction and Alien Contact","Yun Tianming and Dr Cheng Xin","",""
OL17267881W,"The three-body problem","[Cixin Liu](https://openlibrary.org/authors/OL7044246A)",2008,,35,Already Read,,3.91,187,True,"Hugo Award Winner and award:hugo_award=2015 and award:hugo_award=novel and Human-alien encounters and Imaginary wars and battles and Fiction and Chinese fiction and FICTION / Science Fiction / General and Science fiction and General and Fiction, science fiction, general and nyt:trade-fiction-paperback=2020-09-27 and New York Times bestseller and Encuentros humanos con extraterrestres and Guerras imaginarias and Ciencia-ficción and Ficcion and Fiction, science fiction, alien contact and china and fantasy and Translations into English and History and Cultural Revolution (China : 1966-1976) fast (OCoLC)fst01352662 and Chinese Science fiction","Ye Wenjie and Wang Miao","China","1967 and 20th century"
OL59704W,"The moon is a harsh mistress","[Robert A. Heinlein](https://openlibrary.org/authors/OL28641A/Robert_A._Heinlein)",1965,OL24381288M,52,Want to Read,,4.01,67,True,"Fiction, science fiction, general and Stone, hazel (fictitious character), fiction and American Science fiction and Fiction and Hugo Award Winner and Imaginary wars and battles and award:hugo_award=1967 and award:hugo_award=novel and Penal colonies and Revolutions and Artificial intelligence","","Moon",""
OL24151326W,"The Jasmine Throne","[Tasha Suri](https://openlibrary.org/authors/OL7544796A)",2021,OL31871495M,5,Already Read,,,,False,"English literature and Princesses and Fiction and Lesbians and Household employees and Magic and Romans, nouvelles and Lesbiennes and Employés de maison","","",""
OL28356231W,"Tales of Pirx the Pilot","[Stanisław Lem](https://openlibrary.org/authors/OL29655A/Stanis%C5%82aw_Lem)",2019,OL38810518M,1,Already Read,,,,False,"","","",""
OL59740W,"Starship Troopers","[Robert A. Heinlein](https://openlibrary.org/authors/OL28641A/Robert_A._Heinlein)",1959,OL7501559M,53,Already Read,,3.78,58,True,"Fiction and Hugo Award Winner and Science fiction and Space warfare and award:hugo_award=1960 and award:hugo_award=novel and Long Now Manual for Civilization and Large type books and Fiction, science fiction, action & adventure and Fiction, science fiction, general and Guerre spatiale and Romans, nouvelles and American Science fiction and Extraterrestrial beings","","",""
OL18169427W,"Lightspeed","John Joseph Adams and Vylar Kaftan and Jack McDevitt and David Barr Kirtley and Carrie Vaughn and Carol Emshwiller and Tobias S. Buckell and Genevieve Valentine and [George R. R. Martin](https://openlibrary.org/authors/OL234664A) and Catherynne M. Valente and Tananarive Due and Adam-Troy Castro and Joe Haldeman and Yoon Ha Lee and Geoffrey Landis and Cat Rambo and Robert Silverberg and Sarah Langan and Joe R. Lansdale and John R. Fultz and Stephen King and Charles Yu and Caitlín R. Kiernan and Alice Sola Kim and Nancy Kress and Ted Kosmatka and Kristine Kathryn Rusch and David Tallerman and [Ursula K. Le Guin](https://openlibrary.org/authors/OL31353A/Ursula_K._Le_Guin) and Corey Mariani and Susan Palwick and Tanith Lee and [Orson Scott Card](https://openlibrary.org/authors/OL25161A/Orson_Scott_Card) and Julie E. Czerneda and Ken Liu and James Patrick Kelly and Maggie Clark and Stephen Baxter and Nnedi Okorafor and Robert Reed and An Owomoyela and Bruce Sterling and Tom Crosshill and Anne McCaffrey and Eric Gregory and Tessa Mellas and Alastair Reynolds",2011,OL26644934M,2,Want to Read,,,,True,"American Science fiction and English Science fiction and Short stories and Science fiction, american","","",""
OL4592774W,"Auf zwei Planeten","Kurd Laßwitz",1897,OL4769665M,12,Want to Read,,4.00,1,True,"Life on other planets and Fiction and Raumfahrt and German literature and German language and Children's fiction","","Deutschland and Erde and Mars",""
OL276798W,"Catch-22","Joseph Heller",1961,OL7721539M,134,Want to Read,,4.12,168,True,"Open Library Staff Picks and Satire and War stories and Fiction and Drama and World War, 1939-1945 and Catch-22 (Heller, Joseph) and World War (1939-1945) fast (OCoLC)fst01180924 and Fictional Works Publication Type and Bombardiers and American Aerial operations and Guerre mondiale, 1939-1945 and Fiction, war & military and American fiction (fictional works by one author) and World war, 1939-1945, fiction and Fiction, satire and Large type books and Literature and fiction, historical fiction and Psychology and Roman and American and Guerre mondiale (1939-1945) and American War stories and Aerial Military operations and Amerikanisches Englisch and United States. Army Air Forces and United States and World War, 1939-1945 / Fiction and World war, 1939-1945--aerial operations, american and World war, 1939-1945--aerial operations, american--fiction and Bombardiers--fiction and World war, 1939-1945--fiction and Ps3558.e476 c3 2011b and 813/.54 [fic]","","Italy","1943"
OL17365W,"2001: A Space Odyssey","[Arthur C. Clarke](https://openlibrary.org/authors/OL2623461A/Arthur_C._Clarke)",1968,,115,Already Read,,4.18,113,True,"Human-computer interaction and Computers and Fiction and Science fiction and Twenty-first century and Space vehicles and Long Now Manual for Civilization and English Science fiction and Fiction, science fiction, hard science fiction and Saturn and Jupiter and space travel and alien artifacts and human origins and High interest-low vocabulary books and Readers and Fiction, science fiction, general and English literature and HAL (Fictitious character)","Moonwatcher and Dave Bowman and HAL 9000","Africa and Moon and Jupiter and Saturn","2001 and 3 million years ago"
OL90571W,"Tau Zero","Poul Anderson",1970,OL15068256M,24,Want to Read,,4.00,2,True,"Fiction and Literature and Science fiction and Interstellar travel and American Science fiction and Fiction, science fiction, general","","",""
OL49496W,"Ender's Shadow","[Orson Scott Card](https://openlibrary.org/authors/OL25161A/Orson_Scott_Card)",1999,,33,Want to Read,,3.98,61,True,"Child soldiers and Child soldiers in fiction and Bean (Ficticious Character) and Ender Wiggin (Fictitious character) and Exceptional children and Exceptional children in fiction and Fiction and Generals and Imaginary wars and battles and Male friendship and War games and Reading Level-Grade 9 and Reading Level-Grade 11 and Reading Level-Grade 10 and Reading Level-Grade 12 and Fiction, science fiction, hard science fiction and Wiggin, ender (fictitious character), fiction and Battle school (imaginary place), fiction and Fiction, science fiction, general and Space warfare and Margaret A. Edwards Award and Extraterrestrial beings and Science fiction and Computer war games and Bean (Fictitious character : Card) and Wiggin, ender and Bean and Wiggin, ender (fictitious character) and Wiggin, ender (fictitious character)--fiction and Bean (fictitious character : card) and Bean (fictitious character : card)--fiction and Space warfare--fiction and War games--fiction and Child soldiers--fiction and Ps3553.a655 e58 2002","","",""
OL49604W,"Xenocide","[Orson Scott Card](https://openlibrary.org/authors/OL25161A/Orson_Scott_Card)",1991,,38,Already Read,,3.84,77,True,"Space warfare and Fiction and Fiction, science fiction, hard science fiction and Fiction, fantasy, epic and Reading Level-Grade 7 and Reading Level-Grade 9 and Reading Level-Grade 8 and Reading Level-Grade 11 and Reading Level-Grade 10 and Reading Level-Grade 12 and Wiggin, ender (fictitious character), fiction and Lusitania (imaginary place), fiction and Fiction, science fiction, general and Life on other planets and FICTION / Science Fiction / Action & Adventure and FICTION / Science Fiction / Military and FICTION / Science Fiction / Space Opera and Viruses and Science fiction","Ender Wiggin and Hive Queen and Valentine Wiggin and Jane (Ender)","Lusitania (imaginary place), fiction",""
OL49580W,"Speaker for the Dead","[Orson Scott Card](https://openlibrary.org/authors/OL25161A/Orson_Scott_Card)",1986,,39,Already Read,,4.11,85,True,"Reading Level-Grade 9 and Reading Level-Grade 8 and Reading Level-Grade 11 and Reading Level-Grade 10 and Reading Level-Grade 12 and Comics & graphic novels, science fiction and Wiggin, ender (fictitious character), fiction and Lusitania (imaginary place), fiction and Fiction, science fiction, hard science fiction and Fiction, fantasy, epic and Fiction and Extraterrestrial beings and American Science fiction and Science fiction and Roman and Science-fiction and nyt:mass-market-paperback=2013-11-24 and New York Times bestseller and award:nebula_award=novel and Hugo Award Winner and award:hugo_award=1987 and award:hugo_award=novel and Space warfare and Interplanetary voyages and Guerre spatiale and Romans, nouvelles and Voyages interplanétaires and Ke xue huan xiang xiao shuo and Zhang pian xiao shuo","","Mei guo","Xiandai"
OL49488W,"Ender's Game","[Orson Scott Card](https://openlibrary.org/authors/OL25161A/Orson_Scott_Card)",1985,OL28230774M,105,Already Read,,4.34,345,True,"New York Times bestseller and nyt:mass_market_paperback=2011-07-30 and military education and end of the world and prize:nebula and hegemony and space warfare and child soldiers and The Ender Quintet and science fiction and automation and data processing and aliens and Military art and science and Hermanos and Maniobras de guerra and Brothers and sisters and Open Library Staff Picks and Genetic engineering and Fiction and Hugo Award Winner and award:hugo_award=novel and Ficción and Ciencia-ficción and award:hugo_award=1986 and War games and Long Now Manual for Civilization and American Science fiction and Children's stories, American and Artificial intelligence and Ender Wiggin (Fictitious character) and Reading Level-Grade 7 and Reading Level-Grade 9 and Reading Level-Grade 8 and Reading Level-Grade 11 and Reading Level-Grade 10 and Reading Level-Grade 12 and Wiggin, ender (fictitious character), fiction and Battle school (imaginary place), fiction and Fiction, science fiction, hard science fiction and Brothers and sisters, fiction and Science-Fiction-Literatur and Krieg and Amerikanisches Englisch and Außerirdische Intelligenz and award:nebula_award=novel and Peter Wiggin (Fictitious character) and Siblings, fiction","Peter Wiggin and Valentine Wiggin and Ender Wiggin and Andrew Wiggin and Hyrum Graff and Bean and Julian Delphiki and buggers and Ender Wiggin (Fictitious character)","Terre and Earth and Battle School",""
OL27256W,"Count Zero","[William Gibson](https://openlibrary.org/authors/OL26283A)",1986,,29,Already Read,,3.96,50,True,"Long Now Manual for Civilization and Fiction, mystery & detective, general and American literature and Fiction, science fiction, general and Sprawl Trilogy","","",""
OL27253W,"Mona Lisa Overdrive","[William Gibson](https://openlibrary.org/authors/OL26283A)",1987,,29,Already Read,,3.98,48,True,"Science fiction and Fiction, general and American literature and Long Now Manual for Civilization and Sprawl Trilogy","Molly Millions","London (England) and Tokyo (Japan)",""
OL27258W,"Neuromancer","[William Gibson](https://openlibrary.org/authors/OL26283A)",1984,,61,Already Read,,3.98,64,True,"Information superhighway and Computer hackers and Conspiracies and Open Library Staff Picks and Ciencia-ficción and Fiction and Science fiction and Business intelligence and Nervous system and Wounds and injuries and Long Now Manual for Civilization and Hackers and Cyberspace and Virtual reality and Reading Level-Grade 7 and Reading Level-Grade 9 and Reading Level-Grade 8 and Reading Level-Grade 11 and Reading Level-Grade 10 and Reading Level-Grade 12 and Hugo Award Winner and award:hugo_award=1985 and award:hugo_award=novel and Fiction, science fiction, hard science fiction and award:nebula_award=novel and Sprawl Trilogy and Fiction, science fiction, cyberpunk and Japan, fiction and Fiction, science fiction, general and Hackers--fiction and Business intelligence--fiction and Information superhighway--fiction and Nervous system--wounds and injuries and Nervous system--wounds and injuries--fiction and Conspiracies--fiction and Ps3557.i2264 n48 2000 and 813/.54","Case and Molly Millions and Henry Dorset Case and Armitage","Japan and Earth Orbit and Chiba and Istanbul and BAMA and Boston Atlanta Metropolitan Axis and Chiba City and Freeside",""
OL64220W,"A stir of echoes","[Richard Matheson](https://openlibrary.org/authors/OL19731A)",1958,OL9399277M,8,Already Read,,4.00,1,True,"Fiction and Spiritualists and Psychics and Imaginary wars and battles and Fiction, suspense and Fiction, psychological and Fiction, horror and Fiction, thrillers, suspense and Paranormal fiction and Fiction, science fiction, general","","",""
OL11374287W,"I am Legend","[Richard Matheson](https://openlibrary.org/authors/OL19731A)",1954,,53,Already Read,,4.31,13,True,"Fiction, horror and Fiction, science fiction, general and Vampires, fiction and Vampires and Fiction and Epidemics and Human experimentation in medicine and Zombies and Romans, nouvelles and American Science fiction","","",""
OL515754W,"Flowers for Algernon","[Daniel Keyes](https://openlibrary.org/authors/OL35895A)",1966,,78,Already Read,,4.27,75,True,"institutionalization and dementia and phenylketonuria and award:nebula_award=novel and Brain and Surgery and People with mental disabilities and Gifted persons and Fiction and American Science fiction and Retrasados mentales and Niños superdotados and Open Library Staff Picks and Readers and Cerebro and Ficción juvenil and Cirugía and Science fiction and Juvenile fiction and Young adult fiction and Psychological fiction and Personas dotadas and Nebula Award and Novela and Reading Level-Grade 7 and Reading Level-Grade 9 and Reading Level-Grade 8 and Reading Level-Grade 11 and Reading Level-Grade 10 and Reading Level-Grade 12 and Fiction, science fiction, general and Large type books and Children's fiction and People with mental disabilities, fiction and Mentally handicapped and Personnes ayant une déficience intellectuelle and Romans, nouvelles and Surdoués and Cerveau and Chirurgie and Grifted peoples","Charlie Gordon and Alice Kinnian and Dr. Nemur and Dr. Strauss and Norma Gordon and Algernon","United States and Beekman College Center for Retarded Adults and Brooklyn and Warren Home School",""
OL52267W,"The Time Machine","[H. G. Wells](https://openlibrary.org/authors/OL13066A)",1895,,1045,Already Read,,3.86,59,True,"Self-experimentation in medicine in fiction and Fiction and Time travel in fiction and Dystopias in fiction and Literature and Scientists and Classic Literature and Open Library Staff Picks and Scientists in fiction and Space warfare and Self-experimentation in medicine and open_syllabus_project and English Science fiction and Dystopias and Time travel and Science fiction and Animal experimentation in fiction and Juvenile fiction and Comic and Graphic Books and Animal experimentation and Space warfare in fiction and Graphic novels and Comics & Graphic Novels and General and FICTION / Classics and Movie novels and FICTION / Science Fiction / Time Travel and Science fiction time travel and Children's fiction and Time travel, fiction and British and irish fiction (fictional works by one author) and Fiction, science fiction, general and Fiction, dystopian and Fiction, action & adventure and Literature and fiction, science fiction and Cartoons and comics and Space and time, fiction and Short stories and Large type books and English fiction and Texts and Easy reading materials and Space and time and Child and youth fiction and Comics & graphic novels, science fiction and Comics & graphic novels, literary and English literature and Coloring books and Color, juvenile literature and Adaptations and Comic books, strips and Inventors and Imaginary wars and battles and Science-fiction and Romans and Voyages dans le temps and Romans, nouvelles, etc. pour la jeunesse and Fiction, historical, general and Dictionaries and English language and Spanish and German and French and Korean and Time machine (Wells, H. G.) and Fantasy fiction and Fiction, psychological and Scientists, fiction and Romans, nouvelles and Dystopies and Viaje a través del tiempo and Novela and Ciencia-ficción and Distopías and Wells, h. g. (herbert george), 1866-1946 and Fiction, general and Time travel -- Fiction and Space and time -- Fiction and Voyages dans le temps -- Romans, nouvelles, etc","Eloi and Morlocks and Weena and [H. G. Wells](https://openlibrary.org/authors/OL13066A) (1866-1946)","England","Victorian Era and 802701"
OL1911333W,"Trouble with Lichen","[John Wyndham](https://openlibrary.org/authors/OL228968A)",1960,,18,Already Read,,2.50,2,True,"Fiction and Science Fiction and Fiction in English and Fiction, science fiction, general and Lichens and Therapeutic use and Romans, nouvelles and Emploi en thérapeutique","","",""
OL1911336W,"The Day of the Triffids","[John Wyndham](https://openlibrary.org/authors/OL228968A)",1951,OL3566527M,60,Already Read,,4.06,32,True,"Blind and English Fantasy fiction and Translations into Russian and Science Fiction & Fantasy and Horror and Fiction in English and Fiction and Meteorites and Science fiction and Fantasy fiction, English and Classic Literature and Plant mutation and Fiction, science fiction, general and Large type books and Carnivorous plants and Plants and Blindness and Extraterrestrial beings and Human-alien encounters and 18.05 English literature and Fiction, science fiction, action & adventure","","England and New York (N.Y.)",""
OL71163W,"Perelandra","[C.S. Lewis](https://openlibrary.org/authors/OL31574A)",1943,,43,Already Read,,3.70,10,True,"Linguists and Elwin Ransom (Fictitious character) and Open Library Staff Picks and Life on other planets and Philologists and Science fiction and College teachers and English Science fiction and Fiction and Good and evil and Reading Level-Grade 9 and Reading Level-Grade 11 and Reading Level-Grade 10 and Reading Level-Grade 12 and English literature and British and irish fiction (fictional works by one author) and Ransom, elwin (fictitious character), fiction and Fiction, science fiction, general and British Science fiction and Philologists--fiction and Life on other planets--fiction and Science fiction, british and Pz3.l58534 pe3 and Fantasy fiction and Other fantasy fiction categories and Christian fiction & literature and Other science fiction categories","","Venus (Planet)",""
OL71165W,"That hideous strength","[C.S. Lewis](https://openlibrary.org/authors/OL31574A)",1945,,48,Already Read,,3.58,12,True,"English Fantasy fiction and Linguists and Elwin Ransom (Fictitious character) and Philologists and College teachers and Life on other planets and English Science fiction and Fiction and Good and evil and Colleges and universities and Faculty and Fiction, science fiction, general and Ransom, elwin (fictitious character), fiction and College teachers, fiction and Interplanetary voyages and Space flight and Extraterrestrial beings and Ransom, elwin (fictitious character) and Ransom, elwin (fictitious character)--fiction and Life on other planets--fiction and College teachers--fiction and Good and evil--fiction and Philologists--fiction and Linguists--fiction and Pr6023.e926 t47 2003 and 823/.912","","",""
OL70988W,"The Chronicles of Narnia","[C.S. Lewis](https://openlibrary.org/authors/OL31574A)",1970,,61,Already Read,,4.19,62,False,"Fantasy fiction and Fiction and Juvenile works and Juvenile fiction and Juvenile audience and good and evil and children and fantasy and Action and adventure fiction and Princes and Fairy tales and Friendship and Witches and the Blitz and fauns and Turkish Delight and lions and English Children's stories and Fantasy & Magic and Action & Adventure and Classics and English Fantasy fiction and Winter and Science Fiction & Fantasy and English Christian fiction and Leones and christianity and Brujas and Magic and Children's stories and English and Ficción juvenil and Novela fantástica and siblings and Bien y mal and Lion and Animals Action & Adventure and JUVENILE FICTION / Legends, Myths, Fables and JUVENILE FICTION / Fantasy & Magic and Narnia (Imaginary place) and JUVENILE FICTION / Classics and Children's fiction and Narnia (imaginary place), fiction and Magic, fiction and Child and youth fiction and Fiction, fantasy, general and Lewis, c. s. (clive staples), 1898-1963 and Fantasy fiction, history and criticism and Literary recreations and Questions and answers and Princesses, fiction","Aslan and Lucy Pevensie and Susan Pevensie and Edmund Pevensie and Peter Pevensie and Jadis the White Witch and Mr. Beaver and Mrs. Beaver and Giant Rumblebuffin and Father Christmas and Maugrim and Mr. Tumnus and Digory Kirke and Richard Rahl","England and Narnia and London and Cair Paravel and Stone Table","1940 and 1941"
OL71166W,"Out of the Silent Planet","[C.S. Lewis](https://openlibrary.org/authors/OL31574A)",1938,,45,Already Read,,3.88,25,True,"Linguists and Elwin Ransom (Fictitious character) and Readers and Philologists and Science fiction and College teachers and Life on other planets and Fiction and Good and evil and Fantasy fiction and Interplanetary voyages and Reading Level-Grade 9 and Reading Level-Grade 11 and Reading Level-Grade 10 and Reading Level-Grade 12 and English Science fiction and British and irish fiction (fictional works by one author) and Fiction, science fiction, general and Ransom, elwin (fictitious character), fiction and College teachers, fiction","","","1950-"
OL2172414W,"Minority Report","[Philip K. Dick](https://openlibrary.org/authors/OL274606A/Philip_K._Dick)",1998,,14,Already Read,,3.88,17,True,"American Science fiction and Fiction, science fiction, general and Crime prevention and Fiction and Science Fiction and American Short stories","","",""
OL2172504W,"Eye in the sky","[Philip K. Dick](https://openlibrary.org/authors/OL274606A/Philip_K._Dick)",1957,,17,Already Read,,3.00,3,True,"Hallucinations and illusions and Fiction and Science Fiction and Accident victims and Laboratories and Explosions and Fiction, science fiction, general and American Science fiction","","",""
OL2172454W,"Ubik","[Philip K. Dick](https://openlibrary.org/authors/OL274606A/Philip_K._Dick)",1969,,60,Already Read,,3.88,60,True,"Fiction and Death and Businessmen and Explosions and Science Fiction and Fiction, science fiction, general and Iowa, fiction and Fiction, humorous and FICTION / Science Fiction / General and FICTION / Literary and Large type books and Motion picture plays and Fiction, humorous, general and Murder victims and Terrorism and Death--fiction and Businessmen--fiction and Explosions--fiction and Science fiction, american and Ps3554.i3 u24 1991 and 813/.54","","Des Moines (Iowa)",""
OL2172403W,"The Man in the High Castle","[Philip K. Dick](https://openlibrary.org/authors/OL274606A/Philip_K._Dick)",1962,,76,Already Read,,3.56,96,True,"award:hugo_award=1963 and Fiction and Hugo Award Winner and Science Fiction and award:hugo_award=novel and Fiction, alternative history and Fiction, science fiction, general and nyt:trade-fiction-paperback=2015-12-13 and New York Times bestseller and nyt:combined-print-and-e-book-fiction=2015-12-13 and American Science fiction and American Political fiction and National socialism and Freedom of the press and Slavery and Totalitarianism and Nazis and Jews and FICTION / Science Fiction / General and Nazisme and Romans, nouvelles and Juifs and Alternative histories (Fiction)","","United States",""
OL2172356W,"Do Androids Dream of Electric Sheep?","[Philip K. Dick](https://openlibrary.org/authors/OL274606A/Philip_K._Dick)",1968,,88,Already Read,,4.03,138,True,"Androids and Fiction and Rick Deckard (Fictitious character) and Science Fiction and Twenty-first century and open_syllabus_project and Bounty hunters and Fiction, science fiction, general and Large type books and Movie-TV Tie-In and Movies and Motion Pictures and Films and Novelization and American Science fiction and PRO Adams, Mark B. (donor) (Adams Collection copy) and CHR 1982 and Long Now Manual for Civilization and Media Tie-In and Adventure and Science Fiction & Fantasy and Control systems and Artificial life and Robots and Robotic pets and Deckard, Rick (Fictitious character) -- Fiction and Androids -- Fiction and Deckard, Rick (Fictitious character) and Science fiction and Androidy and Istoty pozaziemskie and San Francisco (Stany Zjednoczone) and San Francisco (Stany Zjednoczone, stan Kalifornia) and Literary collections","","","2021"
OL100772W,"Inversions","[Iain M. Banks](https://openlibrary.org/authors/OL6924809A)",1988,,12,Want to Read,,3.83,23,True,"Fiction and Fantasy and Women physicians, fiction and Fiction, science fiction, general and Fiction, general and Kings and rulers and Women physicians and Bodyguards and Secrecy and Deception and [series:IMB_The_Culture]","Oelph and Dr Vosill and King Quience and UrLeyn and DeWar","",""
OL100773W,"Look to windward","[Iain M. Banks](https://openlibrary.org/authors/OL6924809A)",2000,,22,Already Read,,4.03,30,True,"Science Fiction and Fiction and Long Now Manual for Civilization and Space warfare and Utopies and Life on other planets and Utopias and Vie extraterrestre and Science-fiction and Conspiracy and Fiction, science fiction, general and Fiction, science fiction, space opera and Human-alien encounters and Revenge and [series:IMB_The_Culture]","Major Quilan and Composer Ziller and Kabe Ischloear","Masaq' Orbital",""
OL8368435W,"Excession","[Iain M. Banks](https://openlibrary.org/authors/OL6924809A)",1996,,13,Already Read,,4.00,45,True,"Science fiction and Fiction and Fiction, science fiction, general and [series:IMB_The_Culture]","Genar Hofoen","",""
OL8368448W,"The State of the Art","[Iain M. Banks](https://openlibrary.org/authors/OL6924809A)",1989,,13,Already Read,,3.38,26,True,"English Science fiction and Short stories and Long Now Manual for Civilization and Fiction, science fiction, general and Fiction, short stories (single author) and [series:IMB_The_Culture]","","",""
OL8339333W,"Use of Weapons","[Iain M. Banks](https://openlibrary.org/authors/OL6924809A)",1990,,16,Already Read,,3.90,50,True,"Fiction, science fiction, general and Fiction and Science Fiction and Science Fiction & Fantasy and Long Now Manual for Civilization and Space warfare and Englisch and Science-Fiction-Literatur and [series:IMB_The_Culture]","Cheradenine Zakalwe and Diziet Sma and Skaffen-Amtiskaw","",""
OL8368432W,"Consider Phlebas","[Iain M. Banks](https://openlibrary.org/authors/OL6924809A)",1987,,29,Already Read,,3.59,90,True,"Science Fiction and Imaginary wars and battles and Fiction and Long Now Manual for Civilization and Fiction, science fiction, space opera and Fiction, science fiction, action & adventure and nyt:e-book-fiction=2011-04-24 and New York Times bestseller and [series:IMB_The_Culture]","Bora Horza Gobuchul and Perosteck Balveda","Vavatch and Schar's World","2100"
OL100779W,"The player of games","[Iain M. Banks](https://openlibrary.org/authors/OL6924809A)",1988,,23,Already Read,,4.21,71,True,"Fiction and Science Fiction and Science Fiction & Fantasy and Long Now Manual for Civilization and Fiction, science fiction, general and Fiction, general and Fiction in english, 1945- - texts and Pr6052.a485 and 823/.914","","",""
OL893526W,"Dune Messiah","[Frank Herbert](https://openlibrary.org/authors/OL79034A)",1969,OL24205739M,67,Already Read,,3.88,107,True,"American Science fiction and Dune (Imaginary place) and Fiction and Imaginary places and Science Fiction and Translations into Russian and Novela and Dune (Lugar imaginario) and Lectures et morceaux choisis and Anglais (langue) and Roman ame ricain and Science-fiction ame ricaine and Long Now Manual for Civilization and Roman américain and Science-fiction américaine and Dune (imaginary place), fiction and Fiction, science fiction, general","","",""
OL893508W,"Chapterhouse, Dune","[Frank Herbert](https://openlibrary.org/authors/OL79034A)",1985,OL23224089M,30,Already Read,,3.62,13,True,"Dune (Imaginary place) and Fiction and Science fiction and Dune (imaginary place), fiction and Fiction, science fiction, general and Literature and Fiction, science fiction, action & adventure","","",""
OL893502W,"Heretics of Dune","[Frank Herbert](https://openlibrary.org/authors/OL79034A)",1984,OL7878771M,31,Already Read,,3.75,40,True,"Science Fiction and Fiction and Dune (Imaginary place) and Anglais (langue) and Roman américain and Science-fiction américaine and Fiction, science fiction, general and Dune (imaginary place), fiction and Imaginary places and Dune (Lieu imaginaire) and Romans, nouvelles and American Science fiction and Science fiction","","",""
OL893515W,"God Emperor of Dune","[Frank Herbert](https://openlibrary.org/authors/OL79034A)",1981,OL4110208M,35,Already Read,,3.83,58,True,"American Science fiction and Dune (imaginary place), fiction and Fiction, science fiction, general and Dune (Imaginary place) and Fiction and Science fiction and Roman and Science-fiction and Littérature fantastique and Français (langue) and Lectures et morceaux choisis","","",""
OL893516W,"Children of Dune","[Frank Herbert](https://openlibrary.org/authors/OL79034A)",1976,OL24935059M,49,Already Read,,3.96,27,True,"Dune (Imaginary place) and Fiction and Fiction in English and Science Fiction and Dune (imaginary place), fiction and Fiction, science fiction, general and Fiction, fantasy, general and American Science fiction and Reading Level-Grade 7 and Reading Level-Grade 9 and Reading Level-Grade 8 and Reading Level-Grade 11 and Reading Level-Grade 10 and Reading Level-Grade 12","","",""
OL893415W,"Dune","[Frank Herbert](https://openlibrary.org/authors/OL79034A)",1965,OL24949851M,113,Already Read,,4.26,322,True,"Dune (Imaginary place) and Fiction and Fiction, science fiction, general and Dune (imaginary place), fiction and New York Times reviewed and Science fiction and Science-fiction and American literature and nyt:mass-market-monthly=2021-11-07 and New York Times bestseller and award:nebula_award=novel and nyt:trade-fiction-paperback=2021-11-07 and Hugo Award Winner and award:hugo_award=1966 and award:hugo_award=novel and American Science fiction","","",""
OL17268350W,"The Lifecycle of Software Objects","Ted Chiang",2010,,1,Want to Read,,4.50,6,True,"Novelle and Amerikanisches Englisch and Artificial life and Artificial intelligence and Fiction","","",""
OL52114W,"The War of the Worlds","[H. G. Wells](https://openlibrary.org/authors/OL13066A)",1898,OL33225306M,426,Already Read,,3.80,131,True,"Imaginary wars and battles and Juvenile fiction and Space warfare and Science Fiction & Fantasy and Fiction and Diseases and Martians and Invasions and Classic Literature and Open Library Staff Picks and open_syllabus_project and English Science fiction and Imaginary wars and battles in literature and Mars (Planet) and Science fiction and Space vehicles and Earth and Romance Ingles and Fiction, science fiction, general and British and irish fiction (fictional works by one author) and Fiction, fantasy, general and Children's fiction and Examinations and Vocabulary and SAT (Educational test) and English language and Study guides and Fiction, action & adventure and Large type books and Life on other planets and War stories and Fiction, science fiction, space opera and Extraterrestrial beings, fiction and Outer space, fiction and Literature and English literature and Seres extraterrestres and Extraterrestrial beings and Ficcion and Guerra espacial and Fiction, science fiction, action & adventure and Human-alien encounters and Comic books, strips and Wells, h. g. (herbert george), 1866-1946 and Adaptations and Graphic novels and Aladdin (legendary character), fiction and War, fiction and Adventure and adventurers, fiction and Guerras imaginarias and Novela and Guerra and Life on other planets, fiction and Fiction, war & military and Imaginary wars and battles -- Fiction and Space warfare -- Fiction and Mars (Planet) -- Fiction and Imaginary wars and battles--fiction and Space warfare--fiction and Pr5774 .w3 2005dx and 823.912","[H. G. Wells](https://openlibrary.org/authors/OL13066A) (1866-1946)","",""
